"Paper","Total Citations","TC per Year"
"LANE BR, 2017, INT J EATING DISORD","7","1.7500"
"WADE TD, 2017, INT J EATING DISORD","7","1.7500"
"HAGAN KE, 2017, INT J EATING DISORD","7","1.7500"
"BELL C, 2017, INT J EATING DISORD","7","1.7500"
"STRAND M, 2017, INT J EATING DISORD","7","1.7500"
"MAKHZOUMI SH, 2017, INT J EATING DISORD","7","1.7500"
"GUARDA AS, 2017, INT J EATING DISORD","7","1.7500"
"THOMAS JJ, 2016, INT J EATING DISORD","7","1.4000"
"ALLEN KL, 2016, INT J EATING DISORD","7","1.4000"
"MUSTELIN L, 2016, INT J EATING DISORD-a","7","1.4000"
"TANOFSKY-KRAFF M, 2016, INT J EATING DISORD","7","1.4000"
"PETERSON CM, 2016, INT J EATING DISORD","7","1.4000"
"RANZENHOFER LM, 2016, INT J EATING DISORD","7","1.4000"
"O'BRIEN A, 2016, INT J EATING DISORD","7","1.4000"
"HAYNOS AF, 2016, INT J EATING DISORD","7","1.4000"
"BROWN TA, 2015, INT J EATING DISORD","7","1.1667"
"FORBUSH KT, 2015, INT J EATING DISORD","7","1.1667"
"MAHR F, 2015, INT J EATING DISORD","7","1.1667"
"BRATLAND-SANDA S, 2015, INT J EATING DISORD","7","1.1667"
"CORBETTA F, 2015, INT J EATING DISORD","7","1.1667"
"FIORILLO A, 2015, INT J EATING DISORD","7","1.1667"
"ZERWAS S, 2014, INT J EATING DISORD","7","1.0000"
"JONES A, 2013, INT J EATING DISORD","7","0.8750"
"MARIANO P, 2013, INT J EATING DISORD","7","0.8750"
"KATZMAN DK, 2013, INT J EATING DISORD","7","0.8750"
"VAN DEN EYNDE F, 2013, INT J EATING DISORD","7","0.8750"
"GALLANT AR, 2012, INT J EATING DISORD","7","0.7778"
"SANSONE RA, 2012, INT J EATING DISORD","7","0.7778"
"MARCOULIDES OK, 2012, INT J EATING DISORD","7","0.7778"
"BROWNSTONE L, 2012, INT J EATING DISORD","7","0.7778"
"GAUDIANI JL, 2012, INT J EATING DISORD","7","0.7778"
"YILMAZ Z, 2012, INT J EATING DISORD","7","0.7778"
"TATHAM M, 2012, INT J EATING DISORD","7","0.7778"
"BEDROSIAN RC, 2011, INT J EATING DISORD","7","0.7000"
"BRUCE KR, 2011, INT J EATING DISORD","7","0.7000"
"DELLAVA JE, 2011, INT J EATING DISORD-a","7","0.7000"
"MROCZKOWSKI MM, 2011, INT J EATING DISORD","7","0.7000"
"MUNN MA, 2010, INT J EATING DISORD","7","0.6364"
"CHEN E, 2009, INT J EATING DISORD","7","0.5833"
"SANDAGER N, 2008, INT J EATING DISORD","7","0.5385"
"SAITO T, 2008, INT J EATING DISORD","7","0.5385"
"YUCEL B, 2007, INT J EATING DISORD","7","0.5000"
"WILLINGE A, 2006, INT J EATING DISORD","7","0.4667"
"IKEGAYA H, 2006, INT J EATING DISORD","7","0.4667"
"ADAMS TB, 2006, INT J EATING DISORD","7","0.4667"
"JONGBLOET PH, 2005, INT J EATING DISORD","7","0.4375"
"GENDALL KA, 2005, INT J EATING DISORD","7","0.4375"
"KLEIN DA, 2005, INT J EATING DISORD","7","0.4375"
"PIKE KM, 2005, INT J EATING DISORD","7","0.4375"
"BECKER AE, 2005, INT J EATING DISORD-a","7","0.4375"
"MIWA H, 2004, INT J EATING DISORD","7","0.4118"
"COUNTS D, 2001, INT J EATING DISORD","7","0.3500"
"CORLESS JA, 2001, INT J EATING DISORD","7","0.3500"
"EAGLES JM, 2000, INT J EATING DISORD","7","0.3333"
"JOINER JR TE, 2000, INT J EATING DISORD-a","7","0.3333"
"EAGLES JM, 1999, INT J EATING DISORD","7","0.3182"
"NOBLE RE, 1997, INT J EATING DISORD","7","0.2917"
"GATTELLARI M, 1997, INT J EATING DISORD","7","0.2917"
"ANDERSEN AE, 1996, INT J EATING DISORD","7","0.2800"
"MANGWETH B, 1996, INT J EATING DISORD","7","0.2800"
"Ã‡EPIK A, 1995, INT J EATING DISORD","7","0.2692"
"MCCUTCHEON R, 1995, INT J EATING DISORD","7","0.2692"
"SANCHEZÂ€CARDENAS M, 1995, INT J EATING DISORD","7","0.2692"
"PRYOR TL, 1995, INT J EATING DISORD","7","0.2692"
"PIRKE KM, 1994, INT J EATING DISORD-a","7","0.2593"
"KISHCHUK N, 1992, INT J EATING DISORD","7","0.2414"
"JOUGHIN N, 1992, INT J EATING DISORD","7","0.2414"
"WOODSIDE DB, 1991, INT J EATING DISORD","7","0.2333"
"BULIK CM, 1991, INT J EATING DISORD","7","0.2333"
"STEIN DM, 1989, INT J EATING DISORD","7","0.2188"
"PIRKE KM, 1989, INT J EATING DISORD","7","0.2188"
"WONG C, 1987, INT J EATING DISORD","7","0.2059"
"O'GRADY TJ, 1987, INT J EATING DISORD","7","0.2059"
"LEON GR, 1987, INT J EATING DISORD","7","0.2059"
"SILVERMAN JA, 1986, INT J EATING DISORD","7","0.2000"
"NISHITA JK, 1986, INT J EATING DISORD","7","0.2000"
"DAVID AS, 1986, INT J EATING DISORD","7","0.2000"
"TERR AI, 1986, INT J EATING DISORD","7","0.2000"
"HABERMAS T, 1986, INT J EATING DISORD","7","0.2000"
"KIESGES RC, 1985, INT J EATING DISORD","7","0.1944"
"SQUIRES RL, 1985, INT J EATING DISORD","7","0.1944"
"DRESSER R, 1984, INT J EATING DISORD","7","0.1892"
"HALMI KA, 1983, INT J EATING DISORD","7","0.1842"
"WEINER H, 1983, INT J EATING DISORD","7","0.1842"
"CHARONE JK, 1982, INT J EATING DISORD","7","0.1795"
"MATHISEN TF, 2018, J EATING DISORD","7","2.3333"
"KEANE S, 2018, J EATING DISORD","7","2.3333"
"YOUNG S, 2018, J EATING DISORD","7","2.3333"
"LEWER M, 2017, J EATING DISORD","7","1.7500"
"DA LUZ FQ, 2017, J EATING DISORD","7","1.7500"
"MÃ¼LLER R, 2017, J EATING DISORD","7","1.7500"
"HERMAN CP, 2017, J EATING DISORD","7","1.7500"
"ACCURSO EC, 2016, J EATING DISORD","7","1.4000"
"BROWNLOW RS, 2015, J EATING DISORD","7","1.1667"
"STEDAL K, 2015, J EATING DISORD","7","1.1667"
"CHURRUCA K, 2014, J EATING DISORD","7","1.0000"
"SAUER H, 2014, J EATING DISORD","7","1.0000"
"KELLY AC, 2014, J EATING DISORD","7","1.0000"
"SALADINO CF, 2014, J EATING DISORD","7","1.0000"
"MITCHELL N, 2013, J EATING DISORD","7","0.8750"
"LEUNG SF, 2013, J EATING DISORD","7","0.8750"
"LIN C-Y, 2020, EATING WEIGHT DISORD","7","7.0000"
"KEIZER A, 2019, EATING WEIGHT DISORD","7","3.5000"
"ROGOZA R, 2019, EATING WEIGHT DISORD","7","3.5000"
"HALE MD, 2019, EATING WEIGHT DISORD","7","3.5000"
"BAUER SM, 2019, EATING WEIGHT DISORD","7","3.5000"
"ANGOORANI P, 2018, EATING WEIGHT DISORD","7","2.3333"
"AVNON A, 2018, EATING WEIGHT DISORD","7","2.3333"
"MASON TB, 2018, EATING WEIGHT DISORD","7","2.3333"
"RODRIGUE C, 2018, EATING WEIGHT DISORD","7","2.3333"
"MINIATI M, 2018, EATING WEIGHT DISORD","7","2.3333"
"KLISIC A, 2018, EATING WEIGHT DISORD","7","2.3333"
"BUSCEMI S, 2018, EATING WEIGHT DISORD-a","7","2.3333"
"VALENTE S, 2017, EATING WEIGHT DISORD","7","1.7500"
"DABBAGH-MOGHADAM A, 2017, EATING WEIGHT DISORD","7","1.7500"
"CAMPOS-USCANGA Y, 2017, EATING WEIGHT DISORD","7","1.7500"
"EFFERDINGER C, 2017, EATING WEIGHT DISORD","7","1.7500"
"AL-GAREEB AI, 2017, EATING WEIGHT DISORD","7","1.7500"
"SEVINÃ§ER GM, 2017, EATING WEIGHT DISORD","7","1.7500"
"POGGIOGALLE E, 2016, EATING WEIGHT DISORD","7","1.4000"
"COOK-DARZENS S, 2016, EATING WEIGHT DISORD","7","1.4000"
"GARNER DM, 2016, EATING WEIGHT DISORD","7","1.4000"
"GALE L, 2016, EATING WEIGHT DISORD","7","1.4000"
"WELTZIN T, 2015, EATING WEIGHT DISORD","7","1.1667"
"HAYNOS AF, 2015, EATING WEIGHT DISORD","7","1.1667"
"ANNESI JJ, 2015, EATING WEIGHT DISORD","7","1.1667"
"ACKARD DM, 2015, EATING WEIGHT DISORD","7","1.1667"
"FERREIRA C, 2015, EATING WEIGHT DISORD-a","7","1.1667"
"PALA L, 2014, EATING WEIGHT DISORD","7","1.0000"
"NOVOSEL A, 2014, EATING WEIGHT DISORD","7","1.0000"
"AHMADI S, 2014, EATING WEIGHT DISORD","7","1.0000"
"OKORO EO, 2014, EATING WEIGHT DISORD","7","1.0000"
"SHIBLI-RAHHAL A, 2013, EATING WEIGHT DISORD","7","0.8750"
"DELSEDIME N, 2013, EATING WEIGHT DISORD","7","0.8750"
"ABBATE DAGA G, 2012, EATING WEIGHT DISORD","7","0.7778"
"ONNIS L, 2012, EATING WEIGHT DISORD","7","0.7778"
"WAGNER DR, 2012, EATING WEIGHT DISORD","7","0.7778"
"DANIELSEN M, 2012, EATING WEIGHT DISORD","7","0.7778"
"VAN DEN EYNDE F, 2011, EATING WEIGHT DISORD","7","0.7000"
"SIERVO M, 2011, EATING WEIGHT DISORD","7","0.7000"
"CELLA S, 2010, EATING WEIGHT DISORD","7","0.6364"
"OLSSON GM, 2010, EATING WEIGHT DISORD","7","0.6364"
"BARNES RD, 2010, EATING WEIGHT DISORD","7","0.6364"
"GRUJIC V, 2010, EATING WEIGHT DISORD","7","0.6364"
"MANCILLA-DÃ­AZ JM, 2009, EATING WEIGHT DISORD","7","0.5833"
"PROBST M, 2009, EATING WEIGHT DISORD","7","0.5833"
"JÃ¡UREGUI LOBERA I, 2009, EATING WEIGHT DISORD","7","0.5833"
"BIRMINGHAM CL, 2007, EATING WEIGHT DISORD","7","0.5000"
"SARACENI R, 2007, EATING WEIGHT DISORD","7","0.5000"
"GABRIEL A, 2007, EATING WEIGHT DISORD","7","0.5000"
"BENNINGHOVEN D, 2007, EATING WEIGHT DISORD","7","0.5000"
"LOKKEN KL, 2006, EATING WEIGHT DISORD","7","0.4667"
"LYNCH WC, 2005, EATING WEIGHT DISORD","7","0.4375"
"SUSLOW T, 2004, EATING WEIGHT DISORD","7","0.4118"
"HARPER J, 2004, EATING WEIGHT DISORD","7","0.4118"
"MINNITI A, 2004, EAT WEIGHT DISORD","7","0.4118"
"JONAT LM, 2003, EATING WEIGHT DISORD","7","0.3889"
"CILLI M, 2003, EATING WEIGHT DISORD","7","0.3889"
"GRIEVE FG, 2000, EATING WEIGHT DISORD","7","0.3333"
"GORDON CM, 2000, EATING WEIGHT DISORD","7","0.3333"
"ENGELSEN BK, 1999, EATING WEIGHT DISORD","7","0.3182"
"CUGINI P, 1999, EATING WEIGHT DISORD-a","7","0.3182"
"CARRARO A, 1998, EATING WEIGHT DISORD","7","0.3043"
"FOPPIANI L, 1998, EAT WEIGHT DISORD","7","0.3043"
"ACCURSO EC, 2018, EATING DISORD","7","2.3333"
"WOLFE WL, 2017, EATING DISORD","7","1.7500"
"CENA H, 2017, EATING DISORD","7","1.7500"
"STEIGER H, 2017, EATING DISORD","7","1.7500"
"INNES NT, 2017, EATING DISORD","7","1.7500"
"CASSONE S, 2016, EATING DISORD","7","1.4000"
"VIEIRA AI, 2016, EATING DISORD","7","1.4000"
"DE VOS JA, 2016, EATING DISORD","7","1.4000"
"TWOHIG MP, 2016, EATING DISORD","7","1.4000"
"DIMITROPOULOS G, 2016, EATING DISORD-a","7","1.4000"
"ENGMAN-BREDVIK S, 2016, EATING DISORD","7","1.4000"
"OYER L, 2016, EATING DISORD","7","1.4000"
"NEUMARK-SZTAINER D, 2016, EATING DISORD","7","1.4000"
"COHN L, 2016, EATING DISORD","7","1.4000"
"LAFRANCE ROBINSON A, 2015, EATING DISORD","7","1.1667"
"GRATWICK-SARLL K, 2014, EATING DISORD","7","1.0000"
"BEZANCE J, 2014, EATING DISORD","7","1.0000"
"NGO M, 2014, EATING DISORD","7","1.0000"
"YU J, 2013, EATING DISORD","7","0.8750"
"THOMPSON C, 2012, EATING DISORD","7","0.7778"
"COOK-COTTONE C, 2010, EATING DISORD","7","0.6364"
"PASOLD TL, 2010, EATING DISORD","7","0.6364"
"GREEN MA, 2009, EATING DISORD","7","0.5833"
"COOPER M, 2001, EATING DISORD","7","0.3500"
"MEHLER PS, 1997, EATING DISORD","7","0.2917"
"GRAVE RD, 1997, EATING DISORD","7","0.2917"
"THOMMEN M, 1995, EATING DISORD","7","0.2692"
"LAZARUS S, 1994, EATING DISORD","7","0.2593"
"STERMAC L, 1993, EATING DISORD","7","0.2500"
"MILLER KJ, 1993, EATING DISORD","7","0.2500"
"JUNNE F, 2019, EUR EATING DISORD REV","7","3.5000"
"GUERRERO PÃ©REZ F, 2018, EUR EATING DISORD REV","7","2.3333"
"LESLIE M, 2018, EUR EATING DISORD REV","7","2.3333"
"KAKOSCHKE N, 2018, EUR EATING DISORD REV","7","2.3333"
"GIANNUNZIO V, 2018, EUR EATING DISORD REV","7","2.3333"
"ADAMSON J, 2018, EUR EATING DISORD REV","7","2.3333"
"HALVORSEN I, 2018, EUR EATING DISORD REV","7","2.3333"
"BOEHM I, 2018, EUR EATING DISORD REV","7","2.3333"
"LEVINSON CA, 2017, EUR EATING DISORD REV","7","1.7500"
"HODSOLL J, 2017, EUR EATING DISORD REV","7","1.7500"
"DE PAOLI T, 2017, EUR EATING DISORD REV","7","1.7500"
"BLANCO M, 2017, EUR EATING DISORD REV","7","1.7500"
"ERDUR L, 2017, EUR EATING DISORD REV","7","1.7500"
"SCHWARTE R, 2017, EUR EATING DISORD REV","7","1.7500"
"WALES J, 2016, EUR EATING DISORD REV","7","1.4000"
"PAUWELS E, 2016, EUR EATING DISORD REV","7","1.4000"
"ELY AV, 2016, EUR EATING DISORD REV","7","1.4000"
"AMIANTO F, 2016, EUR EATING DISORD REV","7","1.4000"
"LEEHR EJ, 2016, EUR EATING DISORD REV","7","1.4000"
"TROOP NA, 2016, EUR EATING DISORD REV","7","1.4000"
"VALL E, 2015, EUR EATING DISORD REV","7","1.1667"
"THOMAS JJ, 2015, EUR EATING DISORD REV","7","1.1667"
"CHU C, 2015, EUR EATING DISORD REV","7","1.1667"
"WATSON HJ, 2015, EUR EATING DISORD REV","7","1.1667"
"ZERWAS SC, 2014, EUR EATING DISORD REV","7","1.0000"
"GOODWIN H, 2014, EUR EATING DISORD REV-a","7","1.0000"
"PALFREYMAN Z, 2013, EUR EATING DISORD REV","7","0.8750"
"VAN SON GE, 2012, EUR EATING DISORD REV","7","0.7778"
"PATERSON G, 2011, EUR EATING DISORD REV","7","0.7000"
"ROTHSCHILD-YAKAR L, 2011, EUR EATING DISORD REV","7","0.7000"
"ABBAS S, 2010, EUR EATING DISORD REV","7","0.6364"
"NICHOLLS D, 2010, EUR EATING DISORD REV","7","0.6364"
"CLINTON D, 2010, EUR EATING DISORD REV","7","0.6364"
"GUSTAFSSON SA, 2008, EUR EATING DISORD REV","7","0.5385"
"SENRA C, 2007, EUR EATING DISORD REV","7","0.5000"
"WILD B, 2006, EUR EATING DISORD REV","7","0.4667"
"TZISCHINSKY O, 2006, EUR EATING DISORD REV","7","0.4667"
"NEWTON M, 2006, EUR EATING DISORD REV","7","0.4667"
"VERVAET M, 2004, EUR EATING DISORD REV","7","0.4118"
"NEWELL C, 2004, EUR EATING DISORD REV","7","0.4118"
"LAM TH, 2002, EUR EATING DISORD REV","7","0.3684"
"BELL L, 2002, EUR EATING DISORD REV","7","0.3684"
"SURGENOR LJ, 2000, EUR EATING DISORD REV","7","0.3333"
"STRONG KG, 1999, EUR EATING DISORD REV","7","0.3182"
"ROLLAND K, 1998, EUR EATING DISORD REV","7","0.3043"
"ROMANO SJ, 1995, EUR EATING DISORD REV","7","0.2692"
"VAN DER STER WALLIN G, 1994, EUR EATING DISORD REV","7","0.2593"
"RAPHAEL FJ, 1994, EUR EATING DISORD REV","7","0.2593"
"NAGATA JM, 2019, INT J EATING DISORD","6","3.0000"
"MONTELEONE AM, 2019, INT J EATING DISORD","6","3.0000"
"WERTHMANN J, 2019, INT J EATING DISORD","6","3.0000"
"CALUGI S, 2019, INT J EATING DISORD","6","3.0000"
"BROCKMEYER T, 2019, INT J EATING DISORD","6","3.0000"
"IZQUIERDO A, 2019, INT J EATING DISORD","6","3.0000"
"LOCK J, 2019, INT J EATING DISORD-a","6","3.0000"
"LIEBERMAN M, 2019, INT J EATING DISORD","6","3.0000"
"PLUHAR EI, 2018, INT J EATING DISORD","6","2.0000"
"HAYNOS AF, 2018, INT J EATING DISORD","6","2.0000"
"MURRAY HB, 2018, INT J EATING DISORD","6","2.0000"
"NAKAI Y, 2018, INT J EATING DISORD","6","2.0000"
"OLSON KL, 2018, INT J EATING DISORD","6","2.0000"
"LYDECKER JA, 2018, INT J EATING DISORD","6","2.0000"
"PENNESI J-L, 2018, INT J EATING DISORD","6","2.0000"
"SMITH AR, 2018, INT J EATING DISORD","6","2.0000"
"KOLLEI I, 2018, INT J EATING DISORD","6","2.0000"
"LYDECKER JA, 2018, INT J EATING DISORD-a-b","6","2.0000"
"KEEL PK, 2018, INT J EATING DISORD","6","2.0000"
"TASCA GA, 2018, INT J EATING DISORD","6","2.0000"
"KELLY NR, 2018, INT J EATING DISORD","6","2.0000"
"ARDITTE HALL KA, 2017, INT J EATING DISORD","6","1.5000"
"ROHDE P, 2017, INT J EATING DISORD","6","1.5000"
"SCHÃ¤FER L, 2017, INT J EATING DISORD","6","1.5000"
"FEUSNER J, 2017, INT J EATING DISORD","6","1.5000"
"GIOLLO A, 2017, INT J EATING DISORD","6","1.5000"
"CONCEIÃ§Ã£O EM, 2017, INT J EATING DISORD","6","1.5000"
"KLIEM S, 2017, INT J EATING DISORD","6","1.5000"
"LYDECKER JA, 2017, INT J EATING DISORD","6","1.5000"
"TURJA T, 2017, INT J EATING DISORD","6","1.5000"
"MACCAUGHELTY C, 2016, INT J EATING DISORD","6","1.2000"
"MANGWETH-MATZEK B, 2016, INT J EATING DISORD","6","1.2000"
"GOLDSCHMIDT AB, 2016, INT J EATING DISORD","6","1.2000"
"PEARSON CM, 2016, INT J EATING DISORD-a","6","1.2000"
"SCHREYER CC, 2016, INT J EATING DISORD","6","1.2000"
"BOERSMA GJ, 2016, INT J EATING DISORD","6","1.2000"
"FITZSIMMONS-CRAFT EE, 2015, INT J EATING DISORD","6","1.0000"
"SCHVEY NA, 2015, INT J EATING DISORD","6","1.0000"
"PACCIARDI B, 2015, INT J EATING DISORD","6","1.0000"
"ZUCKER N, 2015, INT J EATING DISORD","6","1.0000"
"FORSBERG S, 2015, INT J EATING DISORD","6","1.0000"
"TRUNKO ME, 2014, INT J EATING DISORD","6","0.8571"
"NAKAI Y, 2014, INT J EATING DISORD","6","0.8571"
"SCHEBENDACH JE, 2014, INT J EATING DISORD","6","0.8571"
"KIMBER M, 2014, INT J EATING DISORD","6","0.8571"
"WATSON HJ, 2014, INT J EATING DISORD","6","0.8571"
"WATSON HJ, 2014, INT J EATING DISORD-a","6","0.8571"
"ANGÃ©LICA NUNES M, 2014, INT J EATING DISORD","6","0.8571"
"SLY R, 2014, INT J EATING DISORD","6","0.8571"
"GUERDJIKOVA AI, 2013, INT J EATING DISORD","6","0.7500"
"DOOLEY-HASH S, 2013, INT J EATING DISORD","6","0.7500"
"PAPADOPOULOS FC, 2013, INT J EATING DISORD","6","0.7500"
"RODGERS RF, 2012, INT J EATING DISORD","6","0.6667"
"THOMAS SA, 2012, INT J EATING DISORD","6","0.6667"
"GUERDJIKOVA AI, 2012, INT J EATING DISORD-a","6","0.6667"
"ARIKIAN A, 2012, INT J EATING DISORD","6","0.6667"
"SERDAR KL, 2011, INT J EATING DISORD","6","0.6000"
"LOEB KL, 2011, INT J EATING DISORD-a","6","0.6000"
"DIAMANTI A, 2011, INT J EATING DISORD","6","0.6000"
"CAMPBELL M, 2010, INT J EATING DISORD","6","0.5455"
"STEFFEN KJ, 2010, INT J EATING DISORD","6","0.5455"
"SIEW L-C, 2010, INT J EATING DISORD","6","0.5455"
"STORCH CH, 2008, INT J EATING DISORD","6","0.4615"
"WILLIAMSON DA, 2007, INT J EATING DISORD","6","0.4286"
"BENNETT S, 2007, INT J EATING DISORD","6","0.4286"
"STEFFEN KJ, 2006, INT J EATING DISORD","6","0.4000"
"BLISSETT J, 2006, INT J EATING DISORD","6","0.4000"
"BIRMINGHAM CL, 2006, INT J EATING DISORD","6","0.4000"
"VON SOEST T, 2006, INT J EATING DISORD","6","0.4000"
"NISHIMURA K, 2006, INT J EATING DISORD","6","0.4000"
"MOSS EL, 2006, INT J EATING DISORD","6","0.4000"
"CROSBY RD, 2006, INT J EATING DISORD","6","0.4000"
"HALMI K, 2005, INT J EATING DISORD","6","0.3750"
"ROTENBERG KJ, 2004, INT J EATING DISORD","6","0.3529"
"WINSTON AP, 2002, INT J EATING DISORD","6","0.3158"
"PAUPORTE J, 2001, INT J EATING DISORD","6","0.3000"
"O'BRIEN A, 2001, INT J EATING DISORD","6","0.3000"
"HUON GF, 2000, INT J EATING DISORD","6","0.2857"
"LATZER Y, 2000, INT J EATING DISORD","6","0.2857"
"ROSE M, 1999, INT J EATING DISORD","6","0.2727"
"PENDLETON VR, 1998, INT J EATING DISORD","6","0.2609"
"CATTERSON ML, 1997, INT J EATING DISORD","6","0.2500"
"MANNUCCI E, 1997, INT J EATING DISORD","6","0.2500"
"SIEG KG, 1997, INT J EATING DISORD","6","0.2500"
"KOTLER L, 1994, INT J EATING DISORD","6","0.2222"
"WOODRUFF PWR, 1994, INT J EATING DISORD","6","0.2222"
"SULLIVAN PF, 1994, INT J EATING DISORD","6","0.2222"
"ALLISON DB, 1993, INT J EATING DISORD-a","6","0.2143"
"SCHMIDT U, 1993, INT J EATING DISORD-a","6","0.2143"
"SHINDER SE, 1993, INT J EATING DISORD","6","0.2143"
"YATES WR, 1992, INT J EATING DISORD","6","0.2069"
"MITCHELL JE, 1991, INT J EATING DISORD","6","0.2000"
"FORNARI V, 1990, INT J EATING DISORD","6","0.1935"
"ARONSON H, 1990, INT J EATING DISORD","6","0.1935"
"STANTON AL, 1990, INT J EATING DISORD","6","0.1935"
"FRIED R, 1989, INT J EATING DISORD","6","0.1875"
"LIEBERMAN S, 1989, INT J EATING DISORD","6","0.1875"
"LAUTENBACHER S, 1989, INT J EATING DISORD","6","0.1875"
"RUSSELL J, 1989, INT J EATING DISORD","6","0.1875"
"THOMPSON JK, 1988, INT J EATING DISORD-a","6","0.1818"
"HUDSON JI, 1987, INT J EATING DISORD","6","0.1765"
"STUBER M, 1987, INT J EATING DISORD","6","0.1765"
"COLLINS JK, 1987, INT J EATING DISORD-a-b-c","6","0.1765"
"SILVERMAN JA, 1987, INT J EATING DISORD-a","6","0.1765"
"KREIPE RE, 1986, INT J EATING DISORD","6","0.1714"
"CRISP AH, 1986, INT J EATING DISORD-a","6","0.1714"
"MIZES JS, 1986, INT J EATING DISORD","6","0.1714"
"HERAIEF E, 1985, INT J EATING DISORD","6","0.1667"
"WOLF JM, 1985, INT J EATING DISORD","6","0.1667"
"DIXON KN, 1985, INT J EATING DISORD","6","0.1667"
"DAZZI A, 1984, INT J EATING DISORD","6","0.1622"
"SWIFT WJ, 1984, INT J EATING DISORD","6","0.1622"
"HECHT HÂ€M, 1983, INT J EATING DISORD","6","0.1579"
"KOHLE K, 1983, INT J EATING DISORD","6","0.1579"
"WUFONG E, 2019, J EATING DISORD","6","3.0000"
"WISTING L, 2019, J EATING DISORD","6","3.0000"
"DITTMER N, 2018, J EATING DISORD","6","2.0000"
"FRAYN M, 2018, J EATING DISORD","6","2.0000"
"WALLIS A, 2017, J EATING DISORD","6","1.5000"
"BANG L, 2017, J EATING DISORD","6","1.5000"
"HOLMES S, 2017, J EATING DISORD","6","1.5000"
"WALLIS A, 2017, J EATING DISORD-a","6","1.5000"
"YAGER Z, 2017, J EATING DISORD","6","1.5000"
"GARBER AK, 2017, J EATING DISORD","6","1.5000"
"FOGARTY S, 2016, J EATING DISORD","6","1.2000"
"DANIELSEN M, 2016, J EATING DISORD","6","1.2000"
"HAGE TW, 2015, J EATING DISORD","6","1.0000"
"LOPES R, 2020, EATING WEIGHT DISORD","6","6.0000"
"SCHAEFER LM, 2019, EATING WEIGHT DISORD","6","3.0000"
"PLA-SANJUANELO J, 2019, EATING WEIGHT DISORD","6","3.0000"
"KISS-LEIZER M, 2019, EATING WEIGHT DISORD-a","6","3.0000"
"GUO J, 2019, EATING WEIGHT DISORD","6","3.0000"
"LIN C-Y, 2019, EATING WEIGHT DISORD-a","6","3.0000"
"CONCEIÃ§Ã£O EM, 2019, EATING WEIGHT DISORD","6","3.0000"
"LAGHI F, 2018, EATING WEIGHT DISORD","6","2.0000"
"MANTZIOS M, 2018, EATING WEIGHT DISORD","6","2.0000"
"EJTAHED H-S, 2018, EATING WEIGHT DISORD","6","2.0000"
"GIOMBINI L, 2018, EATING WEIGHT DISORD","6","2.0000"
"LAPORTA-HERRERO I, 2018, EATING WEIGHT DISORD","6","2.0000"
"TRESTINI I, 2018, EATING WEIGHT DISORD","6","2.0000"
"CARLSSON M, 2018, EATING WEIGHT DISORD","6","2.0000"
"ANDREAS S, 2018, EATING WEIGHT DISORD","6","2.0000"
"MASON TB, 2017, EATING WEIGHT DISORD","6","1.5000"
"FALCÃ£O MA, 2017, EATING WEIGHT DISORD","6","1.5000"
"YOUNG D, 2017, EATING WEIGHT DISORD","6","1.5000"
"SANLIER N, 2017, EATING WEIGHT DISORD","6","1.5000"
"LECHI A, 2017, EATING WEIGHT DISORD","6","1.5000"
"MENDES AL, 2017, EATING WEIGHT DISORD-a","6","1.5000"
"SANCHEZ-ARMASS O, 2017, EATING WEIGHT DISORD","6","1.5000"
"HAO Y-Y, 2017, EATING WEIGHT DISORD","6","1.5000"
"ESTECHA QUEROL S, 2016, EATING WEIGHT DISORD","6","1.2000"
"HASHEMIPOUR S, 2016, EATING WEIGHT DISORD","6","1.2000"
"LEASE HJ, 2016, EATING WEIGHT DISORD","6","1.2000"
"SALA M, 2016, EATING WEIGHT DISORD","6","1.2000"
"SANTINI F, 2016, EATING WEIGHT DISORD","6","1.2000"
"LOMBARDO C, 2016, EATING WEIGHT DISORD","6","1.2000"
"HILTERSCHEID E, 2015, EATING WEIGHT DISORD","6","1.0000"
"BRACALE R, 2015, EATING WEIGHT DISORD","6","1.0000"
"FERRARI M, 2015, EATING WEIGHT DISORD","6","1.0000"
"VANDERVOORT J, 2015, EATING WEIGHT DISORD","6","1.0000"
"SOUTHWARD MW, 2014, EATING WEIGHT DISORD","6","0.8571"
"BOU KHALIL R, 2014, EATING WEIGHT DISORD","6","0.8571"
"ZERACH G, 2014, EATING WEIGHT DISORD","6","0.8571"
"DIOLORDI L, 2014, EATING WEIGHT DISORD","6","0.8571"
"KACHANI AT, 2014, EATING WEIGHT DISORD","6","0.8571"
"WOJCIAK RW, 2014, EATING WEIGHT DISORD-a","6","0.8571"
"HILT LM, 2013, EATING WEIGHT DISORD","6","0.7500"
"CRAGUN D, 2013, EATING WEIGHT DISORD","6","0.7500"
"BAÅŸ VN, 2013, EATING WEIGHT DISORD","6","0.7500"
"BONACCORSI G, 2012, EATING WEIGHT DISORD","6","0.6667"
"VON LOJEWSKI A, 2012, EATING WEIGHT DISORD","6","0.6667"
"RONDANELLI M, 2012, EATING WEIGHT DISORD","6","0.6667"
"KHALIL RB, 2011, EATING WEIGHT DISORD","6","0.6000"
"HANSSON LM, 2011, EATING WEIGHT DISORD","6","0.6000"
"VÃ¶LKER U, 2011, EATING WEIGHT DISORD","6","0.6000"
"SCHULZ S, 2011, EATING WEIGHT DISORD","6","0.6000"
