"Document","DOI","Year","Local.Citations","Global.Citations"
"SHINGLETON RM, 2013, INT J EATING DISORD","10.1002/eat.22142","2013","1","13"
"AHRÃ©N JC, 2013, INT J EATING DISORD","10.1002/eat.22146","2013","1","26"
"BARBARICH-MARSTELLER NC, 2013, INT J EATING DISORD","10.1002/eat.22149","2013","1","11"
"HERMONT AP, 2013, INT J EATING DISORD","10.1002/eat.22132","2013","1","24"
"ALLEN KL, 2013, INT J EATING DISORD","10.1002/eat.22147","2013","1","16"
"MANGWETH-MATZEK B, 2013, INT J EATING DISORD","10.1002/eat.22157","2013","1","26"
"CONTI E, 2013, INT J EATING DISORD","10.1002/eat.22129","2013","1","11"
"BULIK CM, 2013, INT J EATING DISORD","10.1002/eat.22119","2013","1","3"
"TANOFSKY-KRAFF M, 2013, INT J EATING DISORD","10.1002/eat.22101","2013","1","10"
"BOGGIANO MM, 2013, INT J EATING DISORD","10.1002/eat.22077","2013","1","8"
"GODDARD E, 2013, INT J EATING DISORD-a","10.1002/eat.22072","2013","1","4"
"HICKS CW, 2013, INT J EATING DISORD","10.1002/eat.22048","2013","1","4"
"LUCARELLI L, 2013, INT J EATING DISORD","10.1002/eat.22057","2013","1","29"
"PAULI-POTT U, 2013, INT J EATING DISORD","10.1002/eat.22055","2013","1","24"
"COELHO JS, 2013, INT J EATING DISORD","10.1002/eat.22038","2013","1","9"
"VELLISCA MY, 2013, INT J EATING DISORD-a","10.1002/eat.22046","2013","1","4"
"BLOOM T, 2013, INT J EATING DISORD","10.1002/eat.22041","2013","1","17"
"VAN EGMOND-FROEHLICH A, 2013, INT J EATING DISORD","10.1002/eat.22043","2013","1","11"
"PRUIS TA, 2012, INT J EATING DISORD","10.1002/eat.22034","2012","1","11"
"BELLACE DL, 2012, INT J EATING DISORD","10.1002/eat.22023","2012","1","10"
"THOMAS SA, 2012, INT J EATING DISORD","10.1002/eat.22029","2012","1","6"
"BROWNSTONE L, 2012, INT J EATING DISORD","10.1002/eat.22010","2012","1","7"
"GRILO CM, 2012, INT J EATING DISORD","10.1002/eat.22011","2012","1","4"
"THOMPSON D, 2012, INT J EATING DISORD","10.1002/eat.22009","2012","1","3"
"YILMAZ Z, 2012, INT J EATING DISORD","10.1002/eat.20986","2012","1","7"
"CHANDRA PS, 2012, INT J EATING DISORD","10.1002/eat.20952","2012","1","29"
"AHRÃ©N JC, 2012, INT J EATING DISORD","10.1002/eat.20953","2012","1","17"
"SACHS-ERICSSON N, 2012, INT J EATING DISORD","10.1002/eat.20938","2012","1","14"
"VAN STRIEN T, 2012, INT J EATING DISORD","10.1002/eat.20940","2012","1","51"
"KEREM NC, 2012, INT J EATING DISORD","10.1002/eat.20960","2012","1","5"
"SPANGLER DL, 2012, INT J EATING DISORD","10.1002/eat.20899","2012","1","24"
"LOEB KL, 2011, INT J EATING DISORD","10.1002/eat.20872","2011","1","9"
"DE JAGER CM, 2011, INT J EATING DISORD","10.1002/eat.20863","2011","1","5"
"TURRELL SL, 2011, INT J EATING DISORD","10.1002/eat.20870","2011","1","17"
"ERTELT TW, 2011, INT J EATING DISORD","10.1002/eat.20874","2011","1","30"
"DEJONG H, 2011, INT J EATING DISORD","10.1002/eat.20901","2011","1","9"
"HAEDT-MATT AA, 2011, INT J EATING DISORD","10.1002/eat.20868","2011","1","18"
"BRONSKY J, 2011, INT J EATING DISORD","10.1002/eat.20857","2011","1","26"
"GOOSSENS L, 2011, INT J EATING DISORD","10.1002/eat.20848","2011","1","12"
"CHARANIA RS, 2011, INT J EATING DISORD","10.1002/eat.20833","2011","1","11"
"BLOMQUIST KK, 2011, INT J EATING DISORD-a","10.1002/eat.20836","2011","1","15"
"BRUCE KR, 2011, INT J EATING DISORD","10.1002/eat.20834","2011","1","7"
"MROCZKOWSKI MM, 2011, INT J EATING DISORD","10.1002/eat.20806","2011","1","7"
"MASCOLO M, 2011, INT J EATING DISORD","10.1002/eat.20814","2011","1","11"
"URGESI C, 2011, INT J EATING DISORD","10.1002/eat.20816","2011","1","13"
"MCELROY SL, 2011, INT J EATING DISORD","10.1002/eat.20798","2011","1","22"
"SAFER DL, 2011, INT J EATING DISORD","10.1002/eat.20793","2011","1","13"
"SPRESSER CD, 2011, INT J EATING DISORD","10.1002/eat.20774","2011","1","1"
"DIAMANTI A, 2011, INT J EATING DISORD","10.1002/eat.20778","2011","1","6"
"LOWE MR, 2011, INT J EATING DISORD","10.1002/eat.20782","2011","1","17"
"TONG J, 2011, INT J EATING DISORD","10.1002/eat.20742","2011","1","5"
"MUNN MA, 2010, INT J EATING DISORD","10.1002/eat.20854","2010","1","7"
"FITZSIMMONS EE, 2010, INT J EATING DISORD","10.1002/eat.20781","2010","1","10"
"DE YOUNG KP, 2010, INT J EATING DISORD","10.1002/eat.20779","2010","1","10"
"KOSCHKE M, 2010, INT J EATING DISORD","10.1002/eat.20765","2010","1","27"
"JIMERSON DC, 2010, INT J EATING DISORD","10.1002/eat.20738","2010","1","11"
"JONES M, 2010, INT J EATING DISORD","10.1002/eat.20746","2010","1","26"
"YEN C-F, 2010, INT J EATING DISORD","10.1002/eat.20683","2010","1","33"
"SMITH AR, 2010, INT J EATING DISORD","10.1002/eat.20736","2010","1","28"
"GODBOLE M, 2010, INT J EATING DISORD","10.1002/eat.20702","2010","1","9"
"AROSTEGUI I, 2010, INT J EATING DISORD","10.1002/eat.20713","2010","1","5"
"VIGNINI A, 2010, INT J EATING DISORD","10.1002/eat.20709","2010","1","4"
"GAUDIANI JL, 2010, INT J EATING DISORD","10.1002/eat.20691","2010","1","5"
"SIEW L-C, 2010, INT J EATING DISORD","10.1002/eat.20678","2010","1","6"
"MORGAN JF, 2010, INT J EATING DISORD","10.1002/eat.20673","2010","1","1"
"SLANE JD, 2010, INT J EATING DISORD","10.1002/eat.20680","2010","1","11"
"SCHUR E, 2009, INT J EATING DISORD","10.1002/eat.20734","2009","1","16"
"MARINO JM, 2009, INT J EATING DISORD","10.1002/eat.20633","2009","1","3"
"GLAUERT R, 2009, INT J EATING DISORD","10.1002/eat.20640","2009","1","58"
"BLODGETT SALAFIA EH, 2009, INT J EATING DISORD","10.1002/eat.20626","2009","1","18"
"CONSOLI D, 2009, INT J EATING DISORD","10.1002/eat.20637","2009","1","16"
"VAN VLIERBERGHE L, 2009, INT J EATING DISORD","10.1002/eat.20638","2009","1","16"
"RASTMANESH R, 2009, INT J EATING DISORD","10.1002/eat.20613","2009","1","18"
"BRUCE KR, 2009, INT J EATING DISORD","10.1002/eat.20594","2009","1","12"
"NEALE A, 2009, INT J EATING DISORD","10.1002/eat.20587","2009","1","12"
"DOYLE AC, 2009, INT J EATING DISORD","10.1002/eat.20584","2009","1","10"
"TEUFEL M, 2009, INT J EATING DISORD","10.1002/eat.20582","2009","1","5"
"SANDAGER N, 2008, INT J EATING DISORD","10.1002/eat.20572","2008","1","7"
"CAI W, 2008, INT J EATING DISORD","10.1002/eat.20568","2008","1","4"
"WESEMANN D, 2008, INT J EATING DISORD","10.1002/eat.20542","2008","1","19"
"BLOND AI, 2008, INT J EATING DISORD","10.1002/eat.20543","2008","1","2"
"AKKERMANN K, 2008, INT J EATING DISORD","10.1002/eat.20516","2008","1","13"
"STORCH CH, 2008, INT J EATING DISORD","10.1002/eat.20519","2008","1","6"
"POLLI N, 2008, INT J EATING DISORD","10.1002/eat.20506","2008","1","9"
"FORMAN-HOFFMAN VL, 2008, INT J EATING DISORD","10.1002/eat.20491","2008","1","10"
"VAUGHT AS, 2008, INT J EATING DISORD","10.1002/eat.20464","2008","1","5"
"SAITO T, 2008, INT J EATING DISORD","10.1002/eat.20476","2008","1","7"
"KAPLAN AS, 2008, INT J EATING DISORD","10.1002/eat.20474","2008","1","48"
"BROFT AI, 2007, INT J EATING DISORD","10.1002/eat.20434","2007","1","50"
"WILLIAMSON DA, 2007, INT J EATING DISORD","10.1002/eat.20473","2007","1","6"
"STRIEGEL-MOORE RH, 2007, INT J EATING DISORD","10.1002/eat.20467","2007","1","3"
"CROW S, 2007, INT J EATING DISORD","10.1002/eat.20449","2007","1","8"
"CHRISTMAN SD, 2007, INT J EATING DISORD","10.1002/eat.20357","2007","1","34"
"WALLER G, 2007, INT J EATING DISORD","10.1002/eat.20345","2007","1","25"
"BECKER AE, 2007, INT J EATING DISORD-a","10.1002/eat.20332","2007","1","15"
"STEFFEN KJ, 2006, INT J EATING DISORD","10.1002/eat.20233","2006","1","6"
"BLISSETT J, 2006, INT J EATING DISORD","10.1002/eat.20315","2006","1","6"
"BIRMINGHAM CL, 2006, INT J EATING DISORD","10.1002/eat.20308","2006","1","6"
"MOUNTFORD V, 2006, INT J EATING DISORD-a","10.1002/eat.20329","2006","1","14"
"KIKUCHI N, 2006, INT J EATING DISORD","10.1002/eat.20275","2006","1","2"
"YUCEL B, 2006, INT J EATING DISORD","10.1002/eat.20294","2006","1","26"
"ROJO L, 2006, INT J EATING DISORD","10.1002/eat.20284","2006","1","19"
"WILLEMSEN EMC, 2006, INT J EATING DISORD","10.1002/eat.20234","2006","1","4"
"MOSS EL, 2006, INT J EATING DISORD","10.1002/eat.20230","2006","1","6"
"ADAMS TB, 2006, INT J EATING DISORD","10.1002/eat.20231","2006","1","7"
"FERNÃ¡NDEZ-ARANDA F, 2006, INT J EATING DISORD","10.1002/eat.20259","2006","1","13"
"DERMAN T, 2006, INT J EATING DISORD","10.1002/eat.20229","2006","1","12"
"SHERMAN RT, 2006, INT J EATING DISORD","10.1002/eat.20232","2006","1","17"
"MORGAN CD, 2006, INT J EATING DISORD","10.1002/eat.20212","2006","1","9"
"COUTURIER JL, 2006, INT J EATING DISORD-a","10.1002/eat.20258","2006","1","5"
"MANER JK, 2006, INT J EATING DISORD","10.1002/eat.20222","2006","1","18"
"CULBERT KM, 2005, INT J EATING DISORD","10.1002/eat.20188","2005","1","13"
"YASUHARA D, 2005, INT J EATING DISORD","10.1002/eat.20198","2005","1","14"
"LASK B, 2005, INT J EATING DISORD","10.1002/eat.20163","2005","1","19"
"JONGBLOET PH, 2005, INT J EATING DISORD","10.1002/eat.20173","2005","1","7"
"SUWABE T, 2005, INT J EATING DISORD","10.1002/eat.20154","2005","1","1"
"FRANK E, 2005, INT J EATING DISORD","10.1002/eat.20145","2005","1","5"
"O'CONNELL C, 2005, INT J EATING DISORD","10.1002/eat.20150","2005","1","14"
"GILBERT N, 2005, INT J EATING DISORD","10.1002/eat.20103","2005","1","23"
"LUCE KH, 2005, INT J EATING DISORD","10.1002/eat.20089","2005","1","13"
"WARREN CS, 2005, INT J EATING DISORD-a","10.1002/eat.20100","2005","1","22"
"STROBER M, 2005, INT J EATING DISORD","10.1002/eat.20124","2005","1","16"
"YÃ¼CEL B, 2005, INT J EATING DISORD","10.1002/eat.20050","2005","1","8"
"CANPOLAT BI, 2005, INT J EATING DISORD","10.1002/eat.20081","2005","1","42"
"HENDRICKS PS, 2005, INT J EATING DISORD","10.1002/eat.20084","2005","1","13"
"PEREZ M, 2004, INT J EATING DISORD","10.1002/eat.20020","2004","1","24"
"ABRAHAM S, 2004, INT J EATING DISORD","10.1002/eat.20015","2004","1","38"
"VARTANIAN LR, 2004, INT J EATING DISORD","10.1002/eat.20014","2004","1","17"
"CARTER FA, 2004, INT J EATING DISORD","10.1002/eat.20021","2004","1","8"
"LUNDGREN JD, 2004, INT J EATING DISORD","10.1002/eat.10254","2004","1","26"
"CASTRO J, 2004, INT J EATING DISORD-a","10.1002/eat.10249","2004","1","28"
"STIRLING LJ, 2004, INT J EATING DISORD","10.1002/eat.10232","2004","1","32"
"HOTTA M, 2004, INT J EATING DISORD","10.1002/eat.10227","2004","1","8"
"MONTELEONE P, 2003, INT J EATING DISORD","10.1002/eat.10199","2003","1","26"
"STEIN D, 2003, INT J EATING DISORD","10.1002/eat.10164","2003","1","21"
"GEARY N, 2003, INT J EATING DISORD","10.1002/eat.10226","2003","1","5"
"GROVER VP, 2003, INT J EATING DISORD","10.1002/eat.10167","2003","1","56"
"BARBEE JG, 2003, INT J EATING DISORD","10.1002/eat.10154","2003","1","30"
"FASSINO S, 2003, INT J EATING DISORD","10.1002/eat.10125","2003","1","3"
"BIRMINGHAM CL, 2003, INT J EATING DISORD-a-b","10.1002/eat.10131","2003","1","10"
"KAHAN D, 2003, INT J EATING DISORD","10.1002/eat.10132","2003","1","69"
"YAMATSUJI M, 2003, INT J EATING DISORD","10.1002/eat.10107","2003","1","9"
"GARRY JP, 2003, INT J EATING DISORD","10.1002/eat.10112","2003","1","19"
"GOODWIN RD, 2003, INT J EATING DISORD","10.1002/eat.10106","2003","1","21"
"WINSTON AP, 2002, INT J EATING DISORD","10.1002/eat.10055","2002","1","6"
"PEÃ±AS-LLEDÃ³ E, 2002, INT J EATING DISORD-a","10.1002/eat.10065","2002","1","4"
"DYMEK M, 2002, INT J EATING DISORD","10.1002/eat.10022","2002","1","10"
"GATI A, 2002, INT J EATING DISORD","10.1002/eat.10029","2002","1","21"
"CARTER FA, 2002, INT J EATING DISORD","10.1002/eat.10041","2002","1","20"
"MENDELSON BK, 2002, INT J EATING DISORD","10.1002/eat.10011","2002","1","33"
"OHANIAN V, 2002, INT J EATING DISORD","10.1002/eat.10044","2002","1","40"
"MITCHELL JE, 2002, INT J EATING DISORD-a-b","10.1002/eat.10053","2002","1","46"
"LAESSLE RG, 2001, INT J EATING DISORD","10.1002/eat.1106","2001","1","37"
"MEYER C, 2001, INT J EATING DISORD","10.1002/eat.1104","2001","1","28"
"MENDELL DA, 2001, INT J EATING DISORD","10.1002/eat.1082","2001","1","14"
"YARYURA-TOBIAS JA, 2001, INT J EATING DISORD","10.1002/eat.1096","2001","1","40"
"TYLER I, 2001, INT J EATING DISORD","10.1002/eat.1094","2001","1","13"
"TROOP NA, 2001, INT J EATING DISORD","10.1002/eat.1089","2001","1","11"
"CORLESS JA, 2001, INT J EATING DISORD","10.1002/eat.1061","2001","1","7"
"GRABER JA, 2001, INT J EATING DISORD","10.1002/eat.1052","2001","1","19"
"MERMELSTEIN HT, 2001, INT J EATING DISORD","10.1002/eat.1064","2001","1","14"
"TIGGEMANN M, 2001, INT J EATING DISORD-a","3.0.CO;2-Y"" target=""_blank"">10.1002/1098-108X(200101)29:13.0.CO;2-Y","2001","1","57"
"PLATTE P, 2000, INT J EATING DISORD","3.0.CO;2-U"" target=""_blank"">10.1002/1098-108X(200012)28:43.0.CO;2-U","2000","1","19"
"HUON GF, 2000, INT J EATING DISORD","3.0.CO;2-F"" target=""_blank"">10.1002/1098-108X(200012)28:43.0.CO;2-F","2000","1","6"
"DEVLIN MJ, 2000, INT J EATING DISORD","3.0.CO;2-3"" target=""_blank"">10.1002/1098-108X(200011)28:33.0.CO;2-3","2000","1","36"
"HUON G, 2000, INT J EATING DISORD","3.0.CO;2-H"" target=""_blank"">10.1002/1098-108X(200009)28:23.0.CO;2-H","2000","1","21"
"MITCHELL JE, 2000, INT J EATING DISORD","3.0.CO;2-H"" target=""_blank"">10.1002/(SICI)1098-108X(200007)28:13.0.CO;2-H","2000","1","13"
"GREEN MW, 2000, INT J EATING DISORD","3.0.CO;2-Z"" target=""_blank"">10.1002/(SICI)1098-108X(200005)27:43.0.CO;2-Z","2000","1","70"
"MEYER C, 2000, INT J EATING DISORD-a","3.0.CO;2-U"" target=""_blank"">10.1002/(SICI)1098-108X(200004)27:33.0.CO;2-U","2000","1","15"
"MORGAN JF, 2000, INT J EATING DISORD-a-b-c","3.0.CO;2-K"" target=""_blank"">10.1002/(SICI)1098-108X(200004)27:33.0.CO;2-K","2000","1","19"
"CUNTZ U, 2000, INT J EATING DISORD","3.0.CO;2-6"" target=""_blank"">10.1002/(SICI)1098-108X(200004)27:33.0.CO;2-6","2000","1","20"
"ROCK CL, 2000, INT J EATING DISORD","3.0.CO;2-X"" target=""_blank"">10.1002/(SICI)1098-108X(200003)27:23.0.CO;2-X","2000","1","24"
"BLAIS MA, 2000, INT J EATING DISORD","3.0.CO;2-E"" target=""_blank"">10.1002/(SICI)1098-108X(200003)27:23.0.CO;2-E","2000","1","99"
"STRADMEIJER M, 2000, INT J EATING DISORD","3.0.CO;2-5"" target=""_blank"">10.1002/(SICI)1098-108X(200001)27:13.0.CO;2-5","2000","1","89"
"ESPLEN MJ, 2000, INT J EATING DISORD","3.0.CO;2-S"" target=""_blank"">10.1002/(SICI)1098-108X(200001)27:13.0.CO;2-S","2000","1","13"
"HAUKKALA A, 2000, INT J EATING DISORD","3.0.CO;2-5"" target=""_blank"">10.1002/(SICI)1098-108X(200001)27:13.0.CO;2-5","2000","1","36"
"LATZER Y, 2000, INT J EATING DISORD","3.0.CO;2-Y"" target=""_blank"">10.1002/(SICI)1098-108X(200001)27:13.0.CO;2-Y","2000","1","6"
"RIZVI SL, 1999, INT J EATING DISORD","3.0.CO;2-6"" target=""_blank"">10.1002/(SICI)1098-108X(199912)26:43.0.CO;2-6","1999","1","25"
"LAEDERACH-HOFMANN K, 1999, INT J EATING DISORD","3.0.CO;2-6"" target=""_blank"">10.1002/(SICI)1098-108X(199911)26:33.0.CO;2-6","1999","1","62"
"MORTON J, 1999, INT J EATING DISORD","3.0.CO;2-9"" target=""_blank"">10.1002/(SICI)1098-108X(199911)26:33.0.CO;2-9","1999","1","4"
"JOINER JR TE, 1999, INT J EATING DISORD","3.0.CO;2-P"" target=""_blank"">10.1002/(SICI)1098-108X(199909)26:23.0.CO;2-P","1999","1","23"
"ROBERTSON C, 1999, INT J EATING DISORD","3.0.CO;2-Q"" target=""_blank"">10.1002/(SICI)1098-108X(199909)26:23.0.CO;2-Q","1999","1","20"
"MEHLER PS, 1999, INT J EATING DISORD","3.0.CO;2-V"" target=""_blank"">10.1002/(SICI)1098-108X(199909)26:23.0.CO;2-V","1999","1","17"
"ROSE M, 1999, INT J EATING DISORD","3.0.CO;2-Q"" target=""_blank"">10.1002/(SICI)1098-108X(199905)25:43.0.CO;2-Q","1999","1","6"
"SILBER TJ, 1999, INT J EATING DISORD","3.0.CO;2-S"" target=""_blank"">10.1002/(SICI)1098-108X(199905)25:43.0.CO;2-S","1999","1","11"
"CARLOS POSTON II WS, 1999, INT J EATING DISORD","3.0.CO;2-P"" target=""_blank"">10.1002/(SICI)1098-108X(199904)25:33.0.CO;2-P","1999","1","30"
"TUOMISTO T, 1999, INT J EATING DISORD","3.0.CO;2-B"" target=""_blank"">10.1002/(SICI)1098-108X(199903)25:23.0.CO;2-B","1999","1","74"
"HILL KK, 1999, INT J EATING DISORD","3.0.CO;2-D"" target=""_blank"">10.1002/(SICI)1098-108X(199901)25:13.0.CO;2-D","1999","1","13"
"ROTENBERG KJ, 1999, INT J EATING DISORD","3.0.co;2-%23"" target=""_blank"">10.1002/(sici)1098-108x(199901)25:13.0.co;2-%23","1999","1","32"
"STICE E, 1999, INT J EATING DISORD","3.0.CO;2-K"" target=""_blank"">10.1002/(SICI)1098-108X(199905)25:43.0.CO;2-K","1999","1","146"
"EAGLES JM, 1999, INT J EATING DISORD","3.0.co;2-%23"" target=""_blank"">10.1002/(sici)1098-108x(199911)26:33.0.co;2-%23","1999","1","7"
"ZIEGLER PJ, 1998, INT J EATING DISORD","3.0.CO;2-H"" target=""_blank"">10.1002/(SICI)1098-108X(199812)24:43.0.CO;2-H","1998","1","38"
"PENDLETON VR, 1998, INT J EATING DISORD","3.0.CO;2-S"" target=""_blank"">10.1002/(SICI)1098-108X(199812)24:43.0.CO;2-S","1998","1","6"
"ADDOLORATO G, 1998, INT J EATING DISORD","3.0.CO;2-4"" target=""_blank"">10.1002/(SICI)1098-108X(199812)24:43.0.CO;2-4","1998","1","18"
"BAKER D, 1998, INT J EATING DISORD","3.0.CO;2-R"" target=""_blank"">10.1002/(SICI)1098-108X(199811)24:33.0.CO;2-R","1998","1","40"
"PETERSON CB, 1998, INT J EATING DISORD","3.0.CO;2-L"" target=""_blank"">10.1002/(SICI)1098-108X(199811)24:33.0.CO;2-L","1998","1","14"
"KOZYK JC, 1998, INT J EATING DISORD","3.0.CO;2-W"" target=""_blank"">10.1002/(SICI)1098-108X(199807)24:13.0.CO;2-W","1998","1","10"
"HERPERTZ S, 1998, INT J EATING DISORD","3.0.CO;2-R"" target=""_blank"">10.1002/(SICI)1098-108X(199805)23:43.0.CO;2-R","1998","1","3"
"HUON GF, 1998, INT J EATING DISORD","3.0.CO;2-V"" target=""_blank"">10.1002/(SICI)1098-108X(199805)23:43.0.CO;2-V","1998","1","14"
"SULLIVAN PF, 1998, INT J EATING DISORD","3.0.CO;2-V"" target=""_blank"">10.1002/(SICI)1098-108X(199805)23:43.0.CO;2-V","1998","1","15"
"TANCO S, 1998, INT J EATING DISORD","3.0.CO;2-X"" target=""_blank"">10.1002/(SICI)1098-108X(199804)23:33.0.CO;2-X","1998","1","62"
"BARBER N, 1998, INT J EATING DISORD-a","3.0.CO;2-E"" target=""_blank"">10.1002/(SICI)1098-108X(199804)23:33.0.CO;2-E","1998","1","26"
"WALLER G, 1998, INT J EATING DISORD-a-b","3.0.CO;2-N"" target=""_blank"">10.1002/(SICI)1098-108X(199803)23:23.0.CO;2-N","1998","1","10"
"TROCKI O, 1998, INT J EATING DISORD","3.0.CO;2-I"" target=""_blank"">10.1002/(SICI)1098-108X(199803)23:23.0.CO;2-I","1998","1","23"
"MEYER C, 1998, INT J EATING DISORD","3.0.CO;2-X"" target=""_blank"">10.1002/(SICI)1098-108X(199803)23:23.0.CO;2-X","1998","1","13"
"ASH JB, 1998, INT J EATING DISORD","3.0.CO;2-O"" target=""_blank"">10.1002/(SICI)1098-108X(199801)23:13.0.CO;2-O","1998","1","8"
"JARRY JL, 1998, INT J EATING DISORD","3.0.co;2-%23"" target=""_blank"">10.1002/(sici)1098-108x(199807)24:13.0.co;2-%23","1998","1","33"
"SIMKIN-SILVERMAN LR, 1998, INT J EATING DISORD","3.0.CO;2-B"" target=""_blank"">10.1002/(SICI)1098-108X(199809)24:23.0.CO;2-B","1998","1","25"
"DAVIS C, 1998, INT J EATING DISORD","3.0.CO;2-I"" target=""_blank"">10.1002/(SICI)1098-108X(199801)23:13.0.CO;2-I","1998","1","70"
"WARREN B, 1997, INT J EATING DISORD","3.0.CO;2-P"" target=""_blank"">10.1002/(SICI)1098-108X(199711)22:33.0.CO;2-P","1997","1","3"
"WADDEN TA, 1997, INT J EATING DISORD","3.0.CO;2-1"" target=""_blank"">10.1002/(SICI)1098-108X(199709)22:23.0.CO;2-1","1997","1","85"
"CHESLER BE, 1997, INT J EATING DISORD","3.0.CO;2-W"" target=""_blank"">10.1002/(SICI)1098-108X(199709)22:23.0.CO;2-W","1997","1","1"
"KARHUNEN LJ, 1997, INT J EATING DISORD","3.0.CO;2-Q"" target=""_blank"">10.1002/(SICI)1098-108X(1997)21:43.0.CO;2-Q","1997","1","36"
"VILLEJO RE, 1997, INT J EATING DISORD","3.0.CO;2-L"" target=""_blank"">10.1002/(SICI)1098-108X(199704)21:33.0.CO;2-L","1997","1","9"
"CATTERSON ML, 1997, INT J EATING DISORD","3.0.CO;2-0"" target=""_blank"">10.1002/(SICI)1098-108X(199704)21:33.0.CO;2-0","1997","1","6"
"MILOSEVIC A, 1997, INT J EATING DISORD","3.0.CO;2-1"" target=""_blank"">10.1002/(SICI)1098-108X(199703)21:23.0.CO;2-1","1997","1","51"
"MANNUCCI E, 1997, INT J EATING DISORD","3.0.CO;2-J"" target=""_blank"">10.1002/(SICI)1098-108X(199701)21:13.0.CO;2-J","1997","1","6"
"SILVERMAN JA, 1997, INT J EATING DISORD","3.0.co;2-%23"" target=""_blank"">10.1002/(sici)1098-108x(199704)21:33.0.co;2-%23","1997","1","16"
"BULIK CM, 1996, INT J EATING DISORD","3.0.CO;2-1"" target=""_blank"">10.1002/(SICI)1098-108X(199609)20:23.0.CO;2-1","1996","1","5"
"HEBEBRAND J, 1996, INT J EATING DISORD-a","3.0.CO;2-L"" target=""_blank"">10.1002/(SICI)1098-108X(199605)19:43.0.CO;2-L","1996","1","27"
"SILBER TJ, 1996, INT J EATING DISORD","3.0.CO;2-P"" target=""_blank"">10.1002/(SICI)1098-108X(199605)19:43.0.CO;2-P","1996","1","12"
"STONER SA, 1996, INT J EATING DISORD","3.0.CO;2-Z"" target=""_blank"">10.1002/(SICI)1098-108X(199601)19:13.0.CO;2-Z","1996","1","31"
"LEVITAN RD, 1996, INT J EATING DISORD","3.0.CO;2-J"" target=""_blank"">10.1002/(SICI)1098-108X(199603)19:23.0.CO;2-J","1996","1","8"
"CHESLER BE, 1995, INT J EATING DISORD","3.0.CO;2-9"" target=""_blank"">10.1002/1098-108X(199509)18:23.0.CO;2-9","1995","1","4"
"CHEUNG P, 1995, INT J EATING DISORD","3.0.CO;2-E"" target=""_blank"">10.1002/1098-108X(199507)18:13.0.CO;2-E","1995","1","9"
"FEDOROFF IC, 1995, INT J EATING DISORD","3.0.CO;2-5"" target=""_blank"">10.1002/1098-108X(199507)18:13.0.CO;2-5","1995","1","52"
"VALDISERRI S, 1995, INT J EATING DISORD-a","3.0.CO;2-6"" target=""_blank"">10.1002/1098-108X(199505)17:43.0.CO;2-6","1995","1","31"
